測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13113010,2023/3/8,7,,0,0.011,0.011,,0.034,,,,0.011,11,,S,1.2,3.3,41.4
13113010,2023/3/8,8,,0,0.009,0.009,,0.039,,,,0.009,7,,S,0.9,3.6,39.3
13113010,2023/3/8,9,,0.002,0.017,0.019,,0.031,,,,0.012,11,,S,0.9,3.9,40.5
13113010,2023/3/8,10,,0.004,0.021,0.025,,0.032,,,,0.01,9,,S,0.7,4.5,38.9
13113010,2023/3/8,11,,0.004,0.02,0.024,,0.033,,,,0.008,10,,S,0.7,4.9,42.4
13113010,2023/3/8,12,,0.006,0.023,0.029,,0.031,,,,0.015,10,,S,1,5.5,43.7
13113010,2023/3/8,13,,0.005,0.022,0.027,,0.033,,,,0.017,12,,SSE,0.5,5.7,46.9
13113010,2023/3/8,14,,0.005,0.022,0.027,,0.033,,,,0.014,12,,SSW,0.8,5.7,52.4
13113010,2023/3/8,15,,0.005,0.022,0.027,,0.033,,,,0.014,16,,S,1,5.6,60.4
13113010,2023/3/8,16,,0.004,0.018,0.022,,0.037,,,,0.015,12,,SSW,1,6,61.7
13113010,2023/3/8,17,,0.003,0.019,0.022,,0.036,,,,0.014,14,,S,0.8,4.4,77.7
13113010,2023/3/8,18,,0.002,0.017,0.019,,0.036,,,,0.009,12,,S,1,3.5,84.7
13113010,2023/3/8,19,,0.001,0.014,0.015,,0.036,,,,0.009,10,,S,0.9,2.8,87.5
13113010,2023/3/8,20,,0,0.012,0.012,,0.035,,,,0.012,12,,SSE,0.7,2.4,88.9
13113010,2023/3/8,21,,0,0.014,0.014,,0.032,,,,0.012,12,,S,1,1.6,90.5
13113010,2023/3/8,22,,0,0.013,0.013,,0.032,,,,0.012,13,,SSE,0.9,1.8,90.6
13113010,2023/3/8,23,,0,0.011,0.011,,0.034,,,,0.01,13,,S,1.1,1.9,90.6
13113010,2023/3/8,24,,0,0.009,0.009,,0.035,,,,0.012,13,,S,0.7,2.3,90.1
13113010,2023/3/9,1,,0,0.008,0.008,,0.036,,,,0.012,15,,SSE,0.8,2.3,88.9
13113010,2023/3/9,2,,0,0.008,0.008,,0.035,,,,0.013,14,,SSE,0.6,2.5,88.2
13113010,2023/3/9,3,,0,0.007,0.007,,0.037,,,,0.013,15,,S,0.8,2.4,86.5
13113010,2023/3/9,4,,0,0.006,0.006,,0.036,,,,0.013,16,,SE,1,2.6,86.1
13113010,2023/3/9,5,,0,0.006,0.006,,0.036,,,,0.012,14,,SSE,1.1,2.9,82.7
13113010,2023/3/9,6,,0,0.007,0.007,,0.034,,,,0.017,17,,SSE,0.9,3,80.3
13113010,2023/3/9,7,,0,0.007,0.007,,0.035,,,,0.013,15,,S,1.3,3.1,80.9
13113010,2023/3/9,8,,0.001,0.008,0.009,,0.035,,,,0.011,8,,SSE,0.7,4.7,75.8
13113010,2023/3/9,9,,0.002,0.01,0.012,,0.035,,,,0.015,9,,SW,1.3,6.7,64.9
13113010,2023/3/9,10,,0.007,0.015,0.022,,0.034,,,,0.015,12,,S,1.1,8.5,56.8
13113010,2023/3/9,11,,0.005,0.013,0.018,,0.039,,,,0.014,10,,SSE,1.3,9.8,51.6
13113010,2023/3/9,12,,0.005,0.011,0.016,,0.043,,,,0.011,9,,SE,1.3,10.3,46.3
13113010,2023/3/9,13,,0.005,0.012,0.017,,0.045,,,,0.014,8,,S,1.2,11.7,44
13113010,2023/3/9,14,,0.004,0.011,0.015,,0.048,,,,0.01,8,,SSE,1.4,12.3,40.6
13113010,2023/3/9,15,,0.003,0.011,0.014,,0.049,,,,0.01,9,,ESE,1.3,12,39.9
13113010,2023/3/9,16,,0.004,0.013,0.017,,0.046,,,,0.009,6,,S,1.2,12.4,39.4
13113010,2023/3/9,17,,0.002,0.013,0.015,,0.046,,,,0.007,6,,SSW,0.8,11.8,39.9
13113010,2023/3/9,18,,0.004,0.019,0.023,,0.04,,,,0.004,4,,W,1,11.2,26.7
13113010,2023/3/9,19,,0.002,0.012,0.014,,0.04,,,,0.008,8,,SSE,0.9,10.3,44.7
13113010,2023/3/9,20,,0,0.01,0.01,,0.039,,,,0.008,9,,CALM,0.2,9.4,54
13113010,2023/3/9,21,,0,0.013,0.013,,0.035,,,,0.002,4,,SW,0.7,8.5,42
13113010,2023/3/9,22,,0.001,0.014,0.015,,0.034,,,,0.006,5,,W,1.7,7.7,41.3
13113010,2023/3/9,23,,0,0.01,0.01,,0.04,,,,0.005,5,,SE,0.6,7.5,36
13113010,2023/3/9,24,,0,0.006,0.006,,0.044,,,,0.006,3,,SSE,1,6.8,39.2
13113010,2023/3/10,1,,0,0.005,0.005,,0.045,,,,0.009,5,,SE,0.9,6.5,41.2
13113010,2023/3/10,2,,0,0.003,0.003,,0.047,,,,0.005,6,,SE,0.9,6.6,40.4
13113010,2023/3/10,3,,0,0.003,0.003,,0.046,,,,0.005,6,,S,1,6.1,42.5
13113010,2023/3/10,4,,0,0.005,0.005,,0.043,,,,0.003,3,,SSE,1,5.7,45.3
13113010,2023/3/10,5,,0,0.006,0.006,,0.04,,,,0.01,6,,SSE,0.9,5,49.2
13113010,2023/3/10,6,,0,0.007,0.007,,0.039,,,,0.008,6,,SSE,1.2,5.6,46
13113010,2023/3/10,7,,0,0.011,0.011,,0.038,,,,0.007,5,,S,0.9,6.4,44.7
13113010,2023/3/10,8,,0.004,0.018,0.022,,0.031,,,,0.008,4,,S,0.7,8,40.6
13113010,2023/3/10,9,,0.005,0.017,0.022,,0.036,,,,0.01,8,,SSW,0.7,10,33.2
13113010,2023/3/10,10,,0.01,0.025,0.035,,0.037,,,,0.011,7,,SSW,1.3,11.6,32
13113010,2023/3/10,11,,0.007,0.018,0.025,,0.043,,,,0.009,5,,SE,0.9,12,30.3
13113010,2023/3/10,12,,0.009,0.021,0.03,,0.043,,,,0.009,8,,WSW,1.5,13,28.9
13113010,2023/3/10,13,,0.007,0.015,0.022,,0.047,,,,0.01,10,,S,1.1,13.6,29.4
13113010,2023/3/10,14,,0.009,0.023,0.032,,0.04,,,,0.016,14,,ENE,2.4,12.5,32.6
13113010,2023/3/10,15,,0.006,0.022,0.028,,0.041,,,,0.01,9,,SE,1.9,12.7,27.7
13113010,2023/3/10,16,,0.004,0.02,0.024,,0.045,,,,0.014,16,,E,1.1,12.4,29.4
13113010,2023/3/10,17,,0.002,0.023,0.025,,0.044,,,,0.012,10,,E,1.4,12.6,24.2
13113010,2023/3/10,18,,0.001,0.023,0.024,,0.042,,,,0.014,12,,WSW,1.3,12.3,28.3
13113010,2023/3/10,19,,0.001,0.049,0.05,,0.019,,,,0.016,19,,ENE,1.8,11.2,42.7
13113010,2023/3/10,20,,0.001,0.034,0.035,,0.029,,,,0.016,14,,ENE,2.1,10.3,48.3
13113010,2023/3/10,21,,0,0.019,0.019,,0.041,,,,0.015,15,,ENE,1,10.3,51
13113010,2023/3/10,22,,0,0.018,0.018,,0.041,,,,0.014,12,,NE,1.2,9.9,54.6
13113010,2023/3/10,23,,0,0.02,0.02,,0.038,,,,0.012,10,,ENE,0.8,9.9,55.4
13113010,2023/3/10,24,,0,0.018,0.018,,0.038,,,,0.014,8,,NNE,0.7,10.1,54.6
13113010,2023/3/11,1,,0,0.017,0.017,,0.039,,,,0.008,8,,WSW,0.4,10.1,53.8
13113010,2023/3/11,2,,0,0.024,0.024,,0.032,,,,0.012,10,,ESE,0.3,9.9,56.2
13113010,2023/3/11,3,,0,0.025,0.025,,0.029,,,,0.012,11,,WSW,0.6,9.8,58.5
13113010,2023/3/11,4,,0,0.024,0.024,,0.023,,,,0.015,13,,W,1.9,8.3,62.9
13113010,2023/3/11,5,,0,0.016,0.016,,0.025,,,,0.013,13,,S,0.4,7.7,64.8
13113010,2023/3/11,6,,0,0.018,0.018,,0.024,,,,0.017,16,,SW,0.7,7.8,66.1
13113010,2023/3/11,7,,0.001,0.02,0.021,,0.024,,,,0.019,15,,SSE,0.7,7.7,65
13113010,2023/3/11,8,,0.002,0.024,0.026,,0.023,,,,0.015,14,,SSE,0.6,8.6,62.1
13113010,2023/3/11,9,,0.005,0.028,0.033,,0.023,,,,0.018,15,,SW,0.7,9.2,59.2
13113010,2023/3/11,10,,0.017,0.044,0.061,,0.017,,,,0.017,18,,W,1.2,10.4,57.4
13113010,2023/3/11,11,,0.016,0.043,0.059,,0.02,,,,0.019,16,,S,0.4,11.2,55.5
13113010,2023/3/11,12,,0.009,0.029,0.038,,0.03,,,,0.016,16,,WNW,0.6,12.4,55.6
13113010,2023/3/11,13,,0.004,0.02,0.024,,0.039,,,,0.016,14,,SW,1.4,12.9,55.6
13113010,2023/3/11,14,,0.002,0.02,0.022,,0.04,,,,0.012,10,,WSW,1.3,13.1,56.3
13113010,2023/3/11,15,,0.002,0.019,0.021,,0.039,,,,0.013,9,,WSW,1,13.3,56.6
13113010,2023/3/11,16,,0.001,0.017,0.018,,0.041,,,,0.015,9,,WSW,1.2,13.4,59.2
13113010,2023/3/11,17,,0.001,0.026,0.027,,0.032,,,,0.011,11,,W,1.2,13,62.8
13113010,2023/3/11,18,,0,0.014,0.014,,0.042,,,,0.01,10,,WSW,0.8,12.1,72.7
13113010,2023/3/11,19,,0,0.013,0.013,,0.042,,,,0.011,9,,WSW,1,12,75.8
13113010,2023/3/11,20,,0,0.015,0.015,,0.04,,,,0.016,12,,WSW,0.8,11.6,80.9
13113010,2023/3/11,21,,0,0.018,0.018,,0.036,,,,0.016,14,,WSW,0.8,11.6,79.2
13113010,2023/3/11,22,,0,0.017,0.017,,0.037,,,,0.012,13,,SW,1.1,11.4,79.8
13113010,2023/3/11,23,,0,0.018,0.018,,0.035,,,,0.012,11,,WNW,0.4,11.3,80.1
13113010,2023/3/11,24,,0,0.014,0.014,,0.038,,,,0.012,9,,W,0.5,11.3,80.8
13113010,2023/3/12,1,,0,0.016,0.016,,0.035,,,,0.014,8,,WSW,0.5,11.2,82.4
13113010,2023/3/12,2,,0,0.013,0.013,,0.034,,,,0.013,11,,W,1.6,10.7,87.8
13113010,2023/3/12,3,,0,0.015,0.015,,0.025,,,,0.019,21,,SSW,0.3,9.6,92
13113010,2023/3/12,4,,0,0.013,0.013,,0.024,,,,0.027,29,,CALM,0.1,9.5,94.3
13113010,2023/3/12,5,,0,0.013,0.013,,0.022,,,,0.025,26,,CALM,0.1,9.6,92.5
13113010,2023/3/12,6,,0,0.013,0.013,,0.022,,,,0.022,24,,S,0.7,9.7,87.8
13113010,2023/3/12,7,,0.001,0.016,0.017,,0.018,,,,0.022,24,,S,1,9.9,83.4
13113010,2023/3/12,8,,0.003,0.018,0.021,,0.016,,,,0.021,24,,S,0.4,10.2,83.9
13113010,2023/3/12,9,,0.008,0.026,0.034,,0.01,,,,0.028,26,,SSW,0.8,10.6,82.7
13113010,2023/3/12,10,,0.016,0.03,0.046,,0.014,,,,0.025,28,,SSE,0.4,11.5,80.8
13113010,2023/3/12,11,,0.026,0.044,0.07,,0.011,,,,0.028,31,,WSW,1.2,10.8,85.8
13113010,2023/3/12,12,,0.018,0.038,0.056,,0.015,,,,0.029,31,,SE,0.5,11.6,89.9
13113010,2023/3/12,13,,0.017,0.034,0.051,,0.021,,,,0.03,25,,ESE,1.2,13.6,85.4
13113010,2023/3/12,14,,0.016,0.044,0.06,,0.015,,,,0.034,36,,ESE,0.9,13.4,86.7
13113010,2023/3/12,15,,0.017,0.052,0.069,,0.008,,,,0.034,38,,ESE,1,13,92.7
13113010,2023/3/12,16,,0.015,0.052,0.067,,0.009,,,,0.029,30,,E,0.8,13.5,93.8
13113010,2023/3/12,17,,0.027,0.065,0.092,,0.005,,,,0.023,26,,W,0.7,13.7,94.8
13113010,2023/3/12,18,,0.03,0.068,0.098,,0.002,,,,0.026,26,,CALM,0.1,13.7,96.1
13113010,2023/3/12,19,,0.029,0.066,0.095,,0.002,,,,0.022,25,,CALM,0.1,13.6,96.9
13113010,2023/3/12,20,,0.009,0.054,0.063,,0.003,,,,0.013,13,,CALM,0,13.5,97.3
13113010,2023/3/12,21,,0.001,0.03,0.031,,0.018,,,,0.014,18,,CALM,0.1,13.1,96.9
13113010,2023/3/12,22,,0.001,0.023,0.024,,0.023,,,,0.022,27,,W,1.6,12.8,97.3
13113010,2023/3/12,23,,0.001,0.02,0.021,,0.025,,,,0.031,32,,W,1,12.8,97.2
13113010,2023/3/12,24,,0,0.017,0.017,,0.026,,,,0.023,30,,S,0.5,12.8,96.2
13113010,2023/3/13,1,,-,-,-,,-,,,,0.021,25,,S,0.9,12.7,94.6
13113010,2023/3/13,2,,0,0.013,0.013,,0.031,,,,0.022,26,,S,0.8,12.6,92.6
13113010,2023/3/13,3,,0,0.012,0.012,,0.033,,,,0.024,26,,CALM,0.1,12.4,93.1
13113010,2023/3/13,4,,0,0.014,0.014,,0.025,,,,0.031,35,,W,1.2,11.8,93.5
13113010,2023/3/13,5,,0,0.016,0.016,,0.018,,,,0.031,32,,WSW,0.3,11.3,91.1
13113010,2023/3/13,6,,0,0.016,0.016,,0.014,,,,0.028,29,,CALM,0.2,11,90.4
13113010,2023/3/13,7,,0.004,0.021,0.025,,0.008,,,,0.028,27,,CALM,0.2,11.3,87.8
13113010,2023/3/13,8,,0.014,0.022,0.036,,0.009,,,,0.02,13,,W,1.3,12.8,81.4
13113010,2023/3/13,9,,0.008,0.019,0.027,,0.02,,,,0.016,10,,W,1.9,14.9,64
13113010,2023/3/13,10,,0.012,0.025,0.037,,0.03,,,,0.009,10,,SSE,0.7,17.4,55.2
13113010,2023/3/13,11,,-,-,-,,-,,,,-,12,,SE,1.2,18.2,56
13113010,2023/3/13,12,,-,-,-,,-,,,,-,-,,SSE,0.7,19.1,46.3
13113010,2023/3/13,13,,0.008,0.023,0.031,,0.047,,,,0.013,12,,S,0.7,19.4,38.1
13113010,2023/3/13,14,,0.005,0.021,0.026,,0.052,,,,0.017,16,,SE,0.8,20.1,40.7
13113010,2023/3/13,15,,0.004,0.018,0.022,,0.053,,,,0.017,14,,SSE,1.1,19.3,47.5
13113010,2023/3/13,16,,0.002,0.024,0.026,,0.044,,,,0.019,16,,E,1.6,18.4,56.3
13113010,2023/3/13,17,,0.001,0.021,0.022,,0.042,,,,0.015,14,,ENE,2.1,17.6,64.7
13113010,2023/3/13,18,,0.001,0.02,0.021,,0.039,,,,0.018,11,,NE,1,16.6,68.8
13113010,2023/3/13,19,,0.005,0.025,0.03,,0.038,,,,0.016,8,,W,1.6,16.5,37.5
13113010,2023/3/13,20,,0.003,0.018,0.021,,0.042,,,,0.018,17,,SW,0.8,15.4,37.6
13113010,2023/3/13,21,,0,0.007,0.007,,0.047,,,,0.017,14,,SSE,0.7,15,35.2
13113010,2023/3/13,22,,0,0.006,0.006,,0.047,,,,0.014,12,,SSE,0.9,14.3,35.1
13113010,2023/3/13,23,,0,0.007,0.007,,0.044,,,,0.017,13,,SE,0.8,13.4,37.2
13113010,2023/3/13,24,,0,0.006,0.006,,0.044,,,,0.012,11,,SSE,0.8,13.1,36.1
13113010,2023/3/14,1,,0,0.004,0.004,,0.047,,,,0.015,12,,SE,0.8,11.8,36
13113010,2023/3/14,2,,0,0.003,0.003,,0.045,,,,0.015,12,,SE,0.9,11,39.1
13113010,2023/3/14,3,,0,0.003,0.003,,0.046,,,,0.015,12,,SE,1.2,10.3,37.5
13113010,2023/3/14,4,,0,0.002,0.002,,0.046,,,,0.014,10,,ESE,1.2,10.2,37.6
13113010,2023/3/14,5,,0,0.002,0.002,,0.045,,,,0.01,9,,SSE,1.5,9.8,33
13113010,2023/3/14,6,,0,0.003,0.003,,0.044,,,,0.012,7,,ESE,1.1,9.8,28.8
13113010,2023/3/14,7,,0,0.005,0.005,,0.042,,,,0.009,9,,SE,1.2,10.2,28.8
13113010,2023/3/14,8,,0.001,0.008,0.009,,0.039,,,,0.007,6,,S,0.9,12.3,20.2
13113010,2023/3/14,9,,0.001,0.008,0.009,,0.04,,,,0.009,5,,SE,0.9,13.7,16.8
13113010,2023/3/14,10,,0.006,0.017,0.023,,0.037,,,,0.005,8,,SSE,0.9,14.4,14.2
13113010,2023/3/14,11,,0.007,0.016,0.023,,0.039,,,,0.009,7,,S,1.2,15.2,13.3
13113010,2023/3/14,12,,0.01,0.024,0.034,,0.037,,,,0.013,8,,WSW,1.6,15.6,14.9
13113010,2023/3/14,13,,0.009,0.017,0.026,,0.042,,,,0.011,11,,SSW,0.9,16.5,18.5
13113010,2023/3/14,14,,0.004,0.012,0.016,,0.049,,,,0.016,14,,WSW,1.4,17.2,21.8
13113010,2023/3/14,15,,0.005,0.021,0.026,,0.042,,,,0.02,15,,WSW,1.5,17,24.7
13113010,2023/3/14,16,,0.003,0.019,0.022,,0.043,,,,0.019,13,,W,1.4,16.5,28.2
13113010,2023/3/14,17,,0.001,0.013,0.014,,0.05,,,,0.018,10,,WSW,1.7,15.7,34.2
13113010,2023/3/14,18,,0,0.011,0.011,,0.049,,,,0.015,10,,W,1.4,14.3,44.6
13113010,2023/3/14,19,,0,0.012,0.012,,0.046,,,,0.015,10,,WNW,0.7,14.2,50.5
13113010,2023/3/14,20,,0.003,0.025,0.028,,0.036,,,,0.016,9,,SSW,0.7,13.8,44.8
13113010,2023/3/14,21,,0,0.007,0.007,,0.041,,,,0.01,9,,SSW,0.7,12.2,30.1
13113010,2023/3/14,22,,0,0.007,0.007,,0.041,,,,0.01,10,,SW,1.3,11.2,32.9
13113010,2023/3/14,23,,0,0.004,0.004,,0.044,,,,0.011,10,,SE,1,10.4,35.8
13113010,2023/3/14,24,,0,0.004,0.004,,0.043,,,,0.009,9,,SE,0.8,9.9,37.1
13113010,2023/3/15,1,,0,0.003,0.003,,0.043,,,,0.009,9,,SE,0.8,9.4,38
13113010,2023/3/15,2,,-0.001,0.003,0.002,,0.043,,,,0.008,6,,S,1.1,9,34.9
13113010,2023/3/15,3,,0,0.002,0.002,,0.045,,,,0.009,6,,SE,1.3,9,32.7
13113010,2023/3/15,4,,0,0.002,0.002,,0.045,,,,0.01,6,,SE,1.3,8.8,31.9
13113010,2023/3/15,5,,0,0.002,0.002,,0.045,,,,0.009,6,,SSE,1.1,8.5,33.6
13113010,2023/3/15,6,,0,0.003,0.003,,0.044,,,,0.008,7,,S,1.3,8,37.3
13113010,2023/3/15,7,,0,0.005,0.005,,0.041,,,,0.01,4,,S,1.1,8.4,38.1
13113010,2023/3/15,8,,0,0.007,0.007,,0.039,,,,0.009,7,,S,1.3,9,37
13113010,2023/3/15,9,,0.001,0.008,0.009,,0.04,,,,0.007,4,,SSW,1.1,10.4,32.3
13113010,2023/3/15,10,,0.002,0.011,0.013,,0.039,,,,0.008,9,,SE,0.9,10.3,29.4
13113010,2023/3/15,11,,0.004,0.019,0.023,,0.034,,,,0.011,9,,SE,0.7,11.4,31
13113010,2023/3/15,12,,0.002,0.018,0.02,,0.034,,,,0.012,13,,SE,1.2,11.1,35.2
13113010,2023/3/15,13,,0.001,0.015,0.016,,0.037,,,,0.014,11,,ESE,1,11,35.7
13113010,2023/3/15,14,,0.002,0.021,0.023,,0.034,,,,0.015,10,,SSE,0.7,11.5,35.6
13113010,2023/3/15,15,,0.003,0.024,0.027,,0.032,,,,0.011,10,,S,1.1,11.1,33
13113010,2023/3/15,16,,0,0.016,0.016,,0.037,,,,0.014,12,,SE,1,10.5,40.1
13113010,2023/3/15,17,,0.001,0.017,0.018,,0.034,,,,0.016,12,,WNW,0.8,10.1,52.3
13113010,2023/3/15,18,,0.001,0.018,0.019,,0.034,,,,0.013,9,,SSE,1.2,9.5,52.7
13113010,2023/3/15,19,,0,0.011,0.011,,0.039,,,,0.014,11,,S,1.6,8.8,58.4
13113010,2023/3/15,20,,0,0.008,0.008,,0.041,,,,0.013,13,,S,1.1,8.4,62.7
13113010,2023/3/15,21,,0.001,0.008,0.009,,0.04,,,,0.01,12,,SW,0.5,8.3,67.2
13113010,2023/3/15,22,,0,0.014,0.014,,0.032,,,,0.015,12,,SSW,0.7,7.7,73.5
13113010,2023/3/15,23,,0,0.013,0.013,,0.031,,,,0.015,13,,S,0.8,7.4,73.3
13113010,2023/3/15,24,,0,0.01,0.01,,0.033,,,,0.014,13,,S,0.9,7,74.6
13113010,2023/3/16,1,,0,0.008,0.008,,0.034,,,,0.014,11,,SSW,1.1,7.1,73.7
13113010,2023/3/16,2,,0,0.006,0.006,,0.037,,,,0.011,11,,SSE,0.8,6.7,74.1
13113010,2023/3/16,3,,0,0.006,0.006,,0.036,,,,0.012,13,,S,0.8,6,81.9
13113010,2023/3/16,4,,0,0.005,0.005,,0.035,,,,0.012,11,,S,0.8,5.5,86.1
13113010,2023/3/16,5,,0,0.005,0.005,,0.034,,,,0.013,12,,S,0.9,5.4,88.7
13113010,2023/3/16,6,,0,0.004,0.004,,0.033,,,,0.012,10,,SE,1.1,5.4,89.7
13113010,2023/3/16,7,,0,0.006,0.006,,0.032,,,,0.012,11,,SSE,0.8,5.3,90.6
13113010,2023/3/16,8,,0,0.006,0.006,,0.032,,,,0.011,10,,SSE,0.7,5.4,90.5
13113010,2023/3/16,9,,0,0.007,0.007,,0.032,,,,0.009,8,,S,1.4,5.3,90.6
13113010,2023/3/16,10,,0.002,0.011,0.013,,0.032,,,,0.011,7,,SSE,0.6,5.4,90.9
13113010,2023/3/16,11,,0.002,0.011,0.013,,0.033,,,,0.009,6,,S,1,5.7,91
13113010,2023/3/16,12,,0.001,0.009,0.01,,0.034,,,,0.006,6,,ESE,1,5.9,91.3
13113010,2023/3/16,13,,0.001,0.01,0.011,,0.035,,,,0.009,6,,SSE,1.1,6.4,91.8
13113010,2023/3/16,14,,0.002,0.011,0.013,,0.036,,,,0.004,3,,SSE,0.7,7,92.3
13113010,2023/3/16,15,,0.001,0.009,0.01,,0.036,,,,0.002,4,,SSE,0.8,7.3,92.5
13113010,2023/3/16,16,,0.001,0.011,0.012,,0.035,,,,0.004,3,,SSW,0.9,7.5,93.5
13113010,2023/3/16,17,,0.001,0.012,0.013,,0.035,,,,0.004,3,,WSW,1.2,7.6,93.5
13113010,2023/3/16,18,,0.001,0.013,0.014,,0.033,,,,0.007,3,,SSE,1,7.8,94.2
13113010,2023/3/16,19,,0,0.011,0.011,,0.035,,,,0.004,3,,SSW,0.5,8.1,94.3
13113010,2023/3/16,20,,0,0.008,0.008,,0.037,,,,0.002,3,,SW,0.9,8.1,94.7
13113010,2023/3/16,21,,0.001,0.01,0.011,,0.036,,,,0.005,3,,SE,0.6,8.1,94.7
13113010,2023/3/16,22,,0,0.008,0.008,,0.032,,,,0.006,3,,SE,0.3,8,94.9
13113010,2023/3/16,23,,0,0.01,0.01,,0.03,,,,0.006,4,,SW,0.7,7.9,95.4
13113010,2023/3/16,24,,0,0.008,0.008,,0.033,,,,0.001,4,,WSW,0.9,7.9,95.1
13113010,2023/3/17,1,,0,0.008,0.008,,0.032,,,,0.002,3,,SW,0.9,8,94.9
13113010,2023/3/17,2,,0,0.008,0.008,,0.031,,,,0.005,5,,CALM,0.2,8.1,94.8
13113010,2023/3/17,3,,0,0.009,0.009,,0.03,,,,0.004,6,,NNE,0.5,8.8,93.5
13113010,2023/3/17,4,,0,0.009,0.009,,0.029,,,,0.007,4,,SE,0.4,8.5,92.9
13113010,2023/3/17,5,,0,0.009,0.009,,0.029,,,,0.004,6,,S,0.9,8.2,91.8
13113010,2023/3/17,6,,-0.001,0.009,0.008,,0.03,,,,0.008,5,,WSW,0.5,8.4,91.6
13113010,2023/3/17,7,,0.001,0.013,0.014,,0.026,,,,0.007,4,,WSW,0.6,9.1,90
13113010,2023/3/17,8,,0.005,0.018,0.023,,0.024,,,,0.005,-1,,SW,0.3,11.7,80.2
13113010,2023/3/17,9,,-,-,-,,-,,,,-,-,,S,0.4,12.6,71.2
13113010,2023/3/17,10,,-,-,-,,0.027,,,,0.007,2,,SSE,0.8,13.3,57.2
13113010,2023/3/17,11,,0.006,0.013,0.019,,0.033,,,,0.005,2,,ESE,1,14.2,49
13113010,2023/3/17,12,,0.01,0.018,0.028,,0.036,,,,0.009,6,,SSE,0.9,14.6,43
13113010,2023/3/17,13,,0.011,0.023,0.034,,0.034,,,,0.003,5,,WSW,1.2,13.9,39.3
13113010,2023/3/17,14,,0.008,0.018,0.026,,0.036,,,,0.006,0,,S,2,15.4,29.7
13113010,2023/3/17,15,,0.008,0.017,0.025,,0.038,,,,0.002,6,,W,2.7,14.5,26.4
13113010,2023/3/17,16,,0.006,0.013,0.019,,0.039,,,,0.005,4,,S,1.7,13.8,27.4
13113010,2023/3/17,17,,0.005,0.012,0.017,,0.038,,,,0.003,2,,SSE,1.5,11.8,34.9
13113010,2023/3/17,18,,0.005,0.013,0.018,,0.036,,,,0.006,0,,SE,1.5,10.4,36.1
13113010,2023/3/17,19,,0.004,0.01,0.014,,0.038,,,,0.001,1,,ESE,1.7,9.5,37.1
13113010,2023/3/17,20,,0.002,0.007,0.009,,0.039,,,,0.004,2,,ESE,1.4,8.7,41.4
13113010,2023/3/17,21,,0.001,0.005,0.006,,0.039,,,,0.004,3,,SE,1.2,8,41.7
13113010,2023/3/17,22,,0,0.005,0.005,,0.039,,,,0.004,1,,SSE,1.4,7.9,41
13113010,2023/3/17,23,,0,0.004,0.004,,0.04,,,,0.005,3,,SE,1.2,7.6,42
13113010,2023/3/17,24,,0,0.003,0.003,,0.041,,,,0.002,1,,SE,1.4,7.1,44.8
13113010,2023/3/18,1,,0,0.002,0.002,,0.041,,,,0.003,2,,SSE,1.4,6.5,46.9
13113010,2023/3/18,2,,0,0.003,0.003,,0.041,,,,0.003,2,,SE,1.1,6.7,45.7
13113010,2023/3/18,3,,0,0.002,0.002,,0.041,,,,0.002,3,,SE,1,6.7,45
13113010,2023/3/18,4,,0,0.002,0.002,,0.042,,,,0.006,4,,S,0.7,6.5,51.7
13113010,2023/3/18,5,,0,0.002,0.002,,0.043,,,,0.004,3,,SE,0.7,5.5,57.4
13113010,2023/3/18,6,,0,0.004,0.004,,0.042,,,,0.002,1,,S,0.8,6,43.1
13113010,2023/3/18,7,,0.001,0.005,0.006,,0.041,,,,0.007,2,,SSE,0.7,6.2,40.8
13113010,2023/3/18,8,,0.002,0.008,0.01,,0.037,,,,0.008,4,,S,1.1,7.4,38.7
13113010,2023/3/18,9,,0.004,0.012,0.016,,0.037,,,,0.007,8,,SSE,0.9,8.1,35.6
13113010,2023/3/18,10,,0.007,0.018,0.025,,0.034,,,,0.007,6,,S,0.6,8.6,39.4
13113010,2023/3/18,11,,0.007,0.015,0.022,,0.037,,,,0.006,3,,SE,1.3,9.7,32.7
13113010,2023/3/18,12,,0.005,0.01,0.015,,0.042,,,,0.008,9,,S,1.1,10.8,35
13113010,2023/3/18,13,,0.007,0.016,0.023,,0.039,,,,0.01,9,,E,2,10.5,33.4
13113010,2023/3/18,14,,0.005,0.014,0.019,,0.041,,,,0.008,8,,NE,1.8,10.9,35
13113010,2023/3/18,15,,0.003,0.011,0.014,,0.045,,,,0.007,6,,NE,1.4,10.9,32.7
13113010,2023/3/18,16,,0.003,0.014,0.017,,0.046,,,,0.012,11,,SW,2.1,11.6,30.7
13113010,2023/3/18,17,,0.001,0.011,0.012,,0.047,,,,0.012,9,,N,1.4,11.4,38.7
13113010,2023/3/18,18,,0.001,0.018,0.019,,0.04,,,,0.01,10,,ENE,2.7,10.7,54.5
13113010,2023/3/18,19,,0.001,0.013,0.014,,0.04,,,,0.011,9,,ENE,2.4,10.2,63.5
13113010,2023/3/18,20,,0.001,0.013,0.014,,0.039,,,,0.01,7,,ENE,2.3,10.4,56.9
