TimeID,DATE,TIME,原子力,火力,水力,バイオマス,太陽光発電実績,合計,Temp,Rain,PM2.5
2023-5-8-10,2023/5/8,10:00,0,1695,163,26,696,3022,12.3,0.5,8
2023-5-8-11,2023/5/8,11:00,0,1637,158,26,786,3037,13.7,0,10
2023-5-8-12,2023/5/8,12:00,0,1465,147,26,887,2908,15,0,10
2023-5-8-13,2023/5/8,13:00,0,1543,142,26,951,3032,15.1,0,11
2023-5-8-14,2023/5/8,14:00,0,1691,137,26,826,3052,15.1,0,11
2023-5-8-15,2023/5/8,15:00,0,1870,136,26,567,2997,15.5,0,7
2023-5-8-16,2023/5/8,16:00,0,2016,149,27,318,3009,15.6,0,8
2023-5-8-17,2023/5/8,17:00,0,2086,155,27,108,2983,15.7,0,8
2023-5-8-18,2023/5/8,18:00,0,2132,159,27,6,3033,14.9,0,8
2023-5-8-19,2023/5/8,19:00,0,2072,154,26,0,3022,13.2,0,7
2023-5-8-20,2023/5/8,20:00,0,2050,141,26,0,2906,13.1,0,11
2023-5-8-21,2023/5/8,21:00,0,1951,136,26,0,2744,12.7,0,11
2023-5-8-22,2023/5/8,22:00,0,1907,132,26,0,2614,12.8,0,12
2023-5-8-23,2023/5/8,23:00,0,1838,132,26,0,2468,13,0,9
2023-5-9-0,2023/5/9,0:00,0,1746,149,26,0,2293,11.9,0,#N/A
2023-5-9-1,2023/5/9,1:00,0,1687,144,26,0,2193,11.8,0,7
2023-5-9-2,2023/5/9,2:00,0,1703,139,26,0,2184,11.3,0,8
2023-5-9-3,2023/5/9,3:00,0,1721,141,26,0,2233,11.7,0,8
2023-5-9-4,2023/5/9,4:00,0,1768,138,26,0,2272,10.8,0,8
2023-5-9-5,2023/5/9,5:00,0,1727,144,27,44,2283,11.4,0,9
2023-5-9-6,2023/5/9,6:00,0,1527,146,27,258,2370,11,0,6
2023-5-9-7,2023/5/9,7:00,0,1289,146,27,657,2508,12.5,0,7
2023-5-9-8,2023/5/9,8:00,0,1336,150,27,1046,2784,14,0,9
2023-5-9-9,2023/5/9,9:00,0,1304,147,27,1314,3014,15.6,0,11
2023-5-9-10,2023/5/9,10:00,0,1236,139,27,1500,3104,17,0,10
2023-5-9-11,2023/5/9,11:00,0,1230,140,27,1559,3134,18.9,0,8
2023-5-9-12,2023/5/9,12:00,0,1217,149,27,1518,3012,18.9,0,8
2023-5-9-13,2023/5/9,13:00,0,1278,151,27,1358,3064,19,0,10
2023-5-9-14,2023/5/9,14:00,0,1314,159,27,1122,3005,19.7,0,-
2023-5-9-15,2023/5/9,15:00,0,1481,170,27,825,2960,19.2,0,10
2023-5-9-16,2023/5/9,16:00,0,1682,189,27,450,2968,19.3,0,9
2023-5-9-17,2023/5/9,17:00,0,1758,193,27,139,2946,18,0,8
2023-5-9-18,2023/5/9,18:00,0,1855,188,27,8,2988,16.9,0,9
2023-5-9-19,2023/5/9,19:00,0,1852,185,26,0,2982,16,0,10
2023-5-9-20,2023/5/9,20:00,0,1857,181,26,0,2874,15.3,0,11
2023-5-9-21,2023/5/9,21:00,0,1845,182,26,0,2724,14.9,0,15
2023-5-9-22,2023/5/9,22:00,0,1870,180,26,0,2593,13.5,0,12
2023-5-9-23,2023/5/9,23:00,0,1790,181,26,0,2455,12.6,0,9
2023-5-10-0,2023/5/10,0:00,0,1662,187,26,0,2273,13,0,#N/A
2023-5-10-1,2023/5/10,1:00,0,1607,184,26,0,2183,12.3,0,9
2023-5-10-2,2023/5/10,2:00,0,1638,176,26,0,2190,12.2,0,9
2023-5-10-3,2023/5/10,3:00,0,1664,176,26,0,2236,12.3,0,6
2023-5-10-4,2023/5/10,4:00,0,1679,174,26,0,2269,12.3,0,6
2023-5-10-5,2023/5/10,5:00,0,1638,173,26,65,2273,11.8,0,5
2023-5-10-6,2023/5/10,6:00,0,1445,175,26,322,2331,12.3,0,3
2023-5-10-7,2023/5/10,7:00,0,1265,176,26,709,2477,14,0,2
2023-5-10-8,2023/5/10,8:00,0,1254,186,26,1058,2766,15.4,0,2
2023-5-10-9,2023/5/10,9:00,0,1276,186,26,1316,3014,18.2,0,4
2023-5-10-10,2023/5/10,10:00,0,1255,177,26,1477,3113,20.6,0,2
2023-5-10-11,2023/5/10,11:00,0,1262,176,26,1535,3165,20.8,0,3
2023-5-10-12,2023/5/10,12:00,0,1276,177,27,1501,3063,23,0,3
2023-5-10-13,2023/5/10,13:00,0,1295,179,26,1367,3150,24.6,0,2
2023-5-10-14,2023/5/10,14:00,0,1350,178,27,1119,3131,23.1,0,6
2023-5-10-15,2023/5/10,15:00,0,1555,181,27,771,3088,23.9,0,7
2023-5-10-16,2023/5/10,16:00,0,1838,197,27,384,3039,22.9,0,8
2023-5-10-17,2023/5/10,17:00,0,1875,210,27,117,2962,21.6,0,7
2023-5-10-18,2023/5/10,18:00,0,1979,205,27,6,3013,20.5,0,4
2023-5-10-19,2023/5/10,19:00,0,2028,203,27,0,2981,18.6,0,5
2023-5-10-20,2023/5/10,20:00,0,2002,202,27,0,2858,17.4,0,5
2023-5-10-21,2023/5/10,21:00,0,1932,195,27,0,2714,17.1,0,6
2023-5-10-22,2023/5/10,22:00,0,1908,189,27,0,2584,16.5,0,10
2023-5-10-23,2023/5/10,23:00,0,1822,187,27,0,2441,17.2,0,12
2023-5-11-0,2023/5/11,0:00,0,1688,193,27,0,2267,16.7,0,#N/A
2023-5-11-1,2023/5/11,1:00,0,1646,192,27,0,2171,15.9,0,10
2023-5-11-2,2023/5/11,2:00,0,1667,187,27,0,2171,15.2,0,11
2023-5-11-3,2023/5/11,3:00,0,1720,189,27,0,2210,15.3,0,10
2023-5-11-4,2023/5/11,4:00,0,1715,188,27,0,2262,15.8,0,12
2023-5-11-5,2023/5/11,5:00,0,1726,187,27,63,2243,15.4,0,13
2023-5-11-6,2023/5/11,6:00,0,1498,185,27,306,2315,15.9,0,16
2023-5-11-7,2023/5/11,7:00,0,1226,188,27,685,2500,16.7,0,15
2023-5-11-8,2023/5/11,8:00,0,1230,202,26,1030,2801,18.1,0,4
2023-5-11-9,2023/5/11,9:00,0,1257,205,26,1295,3076,19.4,0,7
2023-5-11-10,2023/5/11,10:00,0,1247,197,26,1444,3190,20.3,0,5
2023-5-11-11,2023/5/11,11:00,0,1311,192,26,1467,3241,21.9,0,7
2023-5-11-12,2023/5/11,12:00,0,1316,189,27,1354,3139,22,0,5
2023-5-11-13,2023/5/11,13:00,0,1358,189,26,1098,3229,20.7,0,6
2023-5-11-14,2023/5/11,14:00,0,1549,190,26,755,3206,19.4,0,10
2023-5-11-15,2023/5/11,15:00,0,1769,196,27,440,3119,16,0,11
2023-5-11-16,2023/5/11,16:00,0,2001,216,27,244,3107,13.5,3.5,8
2023-5-11-17,2023/5/11,17:00,0,2094,223,27,95,3052,13.3,5,10
2023-5-11-18,2023/5/11,18:00,0,2157,212,27,6,3069,13.3,0.5,10
2023-5-11-19,2023/5/11,19:00,0,2163,214,27,0,3010,12.5,0,11
2023-5-11-20,2023/5/11,20:00,0,2128,207,27,0,2886,11.4,0,10
2023-5-11-21,2023/5/11,21:00,0,2038,204,27,0,2738,11,0,10
2023-5-11-22,2023/5/11,22:00,0,1972,198,27,0,2607,11.5,0,5
2023-5-11-23,2023/5/11,23:00,0,1872,194,27,0,2472,12.2,0,4
2023-5-12-0,2023/5/12,0:00,0,1759,191,27,0,2286,12.4,0,#N/A
2023-5-12-1,2023/5/12,1:00,0,1714,188,27,0,2191,12.8,0,4
2023-5-12-2,2023/5/12,2:00,0,1729,179,27,0,2192,12.9,0,4
2023-5-12-3,2023/5/12,3:00,0,1772,180,27,0,2238,12.2,0,6
2023-5-12-4,2023/5/12,4:00,0,1790,181,27,0,2266,12.1,0,6
2023-5-12-5,2023/5/12,5:00,0,1717,190,27,65,2268,11.6,0,5
2023-5-12-6,2023/5/12,6:00,0,1526,190,27,291,2362,13.1,0,4
2023-5-12-7,2023/5/12,7:00,0,1511,200,27,577,2538,14.6,0,5
2023-5-12-8,2023/5/12,8:00,0,1531,212,27,876,2818,16,0,5
2023-5-12-9,2023/5/12,9:00,0,1522,211,27,1142,3065,17.9,0,3
2023-5-12-10,2023/5/12,10:00,0,1536,201,27,1319,3157,17.8,0,5
2023-5-12-11,2023/5/12,11:00,0,1538,195,27,1374,3196,19.9,0,6
2023-5-12-12,2023/5/12,12:00,0,1552,194,27,1308,3086,19.5,0,6
2023-5-12-13,2023/5/12,13:00,0,1597,193,27,1176,3135,21.1,0,8
2023-5-12-14,2023/5/12,14:00,0,1617,194,27,979,3134,21.1,0,9
2023-5-12-15,2023/5/12,15:00,0,1710,197,27,692,3076,20.8,0,10
2023-5-12-16,2023/5/12,16:00,0,1888,221,27,374,3064,20.1,0,8
2023-5-12-17,2023/5/12,17:00,0,1988,227,27,112,3002,19.3,0,7
2023-5-12-18,2023/5/12,18:00,0,2042,220,27,5,3015,19,0,6
2023-5-12-19,2023/5/12,19:00,0,2098,218,27,0,2955,18.3,0,6
2023-5-12-20,2023/5/12,20:00,0,2051,215,27,0,2834,18.5,0,6
2023-5-12-21,2023/5/12,21:00,0,2003,208,27,0,2690,18.1,0,6
2023-5-12-22,2023/5/12,22:00,0,1974,196,27,0,2562,17.8,0,8
2023-5-12-23,2023/5/12,23:00,0,1892,191,27,0,2439,17.8,0,9
2023-5-13-0,2023/5/13,0:00,0,1782,201,27,0,2267,17.3,0,#N/A
2023-5-13-1,2023/5/13,1:00,0,1743,200,27,0,2167,17.9,0,8
2023-5-13-2,2023/5/13,2:00,0,1745,192,27,0,2164,17.6,0,8
2023-5-13-3,2023/5/13,3:00,0,1757,192,27,0,2192,17.8,0,4
2023-5-13-4,2023/5/13,4:00,0,1759,193,27,0,2197,17.2,0,5
2023-5-13-5,2023/5/13,5:00,0,1683,191,27,26,2155,15.6,0,7
2023-5-13-6,2023/5/13,6:00,0,1538,189,27,128,2161,15.5,0,7
2023-5-13-7,2023/5/13,7:00,0,1469,193,27,298,2252,16.3,0,9
2023-5-13-8,2023/5/13,8:00,0,1489,202,27,462,2450,17.1,0,8
2023-5-13-9,2023/5/13,9:00,0,1551,205,27,503,2622,16.7,0.5,10
2023-5-13-10,2023/5/13,10:00,0,1680,197,27,411,2660,16.5,1,11
2023-5-13-11,2023/5/13,11:00,0,1696,191,27,325,2628,16.7,0,13
2023-5-13-12,2023/5/13,12:00,0,1662,189,27,308,2598,16.9,0,14
2023-5-13-13,2023/5/13,13:00,0,1673,189,27,268,2598,16,2.5,12
2023-5-13-14,2023/5/13,14:00,0,1688,189,27,236,2574,16.6,0.5,15
2023-5-13-15,2023/5/13,15:00,0,1758,191,27,189,2612,16.2,0.5,16
2023-5-13-16,2023/5/13,16:00,0,1838,207,27,98,2635,16.4,0,15
2023-5-13-17,2023/5/13,17:00,0,1976,220,27,38,2687,16.1,0,12
2023-5-13-18,2023/5/13,18:00,0,2090,214,27,3,2761,16.2,0,11
2023-5-13-19,2023/5/13,19:00,0,2091,210,27,0,2741,16.3,0,13
2023-5-13-20,2023/5/13,20:00,0,2042,209,27,0,2651,16.8,0,14
2023-5-13-21,2023/5/13,21:00,0,1926,205,27,0,2518,16.9,0,13
2023-5-13-22,2023/5/13,22:00,0,1862,198,27,0,2405,17.2,0,12
2023-5-13-23,2023/5/13,23:00,0,1771,197,27,0,2300,16.6,0,10
2023-5-14-0,2023/5/14,0:00,0,1709,200,27,0,2151,16.8,0,#N/A
2023-5-14-1,2023/5/14,1:00,0,1696,202,27,0,2060,16.7,0,8
2023-5-14-2,2023/5/14,2:00,0,1688,192,27,0,2053,16.9,0,7
2023-5-14-3,2023/5/14,3:00,0,1779,192,27,0,2090,16.2,0,9
2023-5-14-4,2023/5/14,4:00,0,1782,192,27,0,2100,15.5,0,10
2023-5-14-5,2023/5/14,5:00,0,1744,191,27,24,2066,14.3,1,10
2023-5-14-6,2023/5/14,6:00,0,1651,193,27,94,2027,15.2,0,9
2023-5-14-7,2023/5/14,7:00,0,1573,194,27,211,2107,16.1,0,9
2023-5-14-8,2023/5/14,8:00,0,1513,202,27,292,2262,16.7,0,11
2023-5-14-9,2023/5/14,9:00,0,1364,199,27,444,2309,18.1,0,10
2023-5-14-10,2023/5/14,10:00,0,1391,190,27,602,2437,18.6,0,13
2023-5-14-11,2023/5/14,11:00,0,1500,185,27,566,2438,18.9,0,17
2023-5-14-12,2023/5/14,12:00,0,1488,184,27,535,2444,19.9,0,10
2023-5-14-13,2023/5/14,13:00,0,1570,184,27,514,2438,19.9,0,10
2023-5-14-14,2023/5/14,14:00,0,1649,184,27,392,2461,20.3,0,10
2023-5-14-15,2023/5/14,15:00,0,1721,187,27,214,2482,19.9,0,11
2023-5-14-16,2023/5/14,16:00,0,1840,202,27,88,2539,18.6,0,12
2023-5-14-17,2023/5/14,17:00,0,1989,212,27,24,2659,16.6,0.5,12
2023-5-14-18,2023/5/14,18:00,0,2084,210,27,1,2761,15.8,0,9
2023-5-14-19,2023/5/14,19:00,0,2071,208,27,0,2742,15,0,8
2023-5-14-20,2023/5/14,20:00,0,2079,208,27,0,2663,14.6,0.5,10
2023-5-14-21,2023/5/14,21:00,0,2016,208,27,0,2542,15.3,1,11
2023-5-14-22,2023/5/14,22:00,0,1869,197,27,0,2406,15.2,0,9
2023-5-14-23,2023/5/14,23:00,0,1802,189,27,0,2296,15.3,0,9
2023-5-15-0,2023/5/15,0:00,0,1720,194,27,0,2149,15.4,0,#N/A
2023-5-15-1,2023/5/15,1:00,0,1680,197,27,0,2068,15.7,0,9
2023-5-15-2,2023/5/15,2:00,0,1744,190,27,0,2074,15.3,0,10
2023-5-15-3,2023/5/15,3:00,0,1741,194,27,0,2118,15.3,0.5,10
2023-5-15-4,2023/5/15,4:00,0,1755,195,27,0,2153,15.3,0,11
2023-5-15-5,2023/5/15,5:00,0,1741,194,27,19,2196,15.3,0.5,12
2023-5-15-6,2023/5/15,6:00,0,1782,189,26,58,2352,15.3,6.5,11
2023-5-15-7,2023/5/15,7:00,0,1901,193,26,102,2563,15.7,5,8
2023-5-15-8,2023/5/15,8:00,0,2037,198,26,221,2841,15.9,2,8
2023-5-15-9,2023/5/15,9:00,0,2045,224,26,349,3043,16,0,14
2023-5-15-10,2023/5/15,10:00,0,2000,221,26,426,3059,16.4,0.5,16
2023-5-15-11,2023/5/15,11:00,0,1964,224,26,523,3095,16.8,0,12
2023-5-15-12,2023/5/15,12:00,0,1857,223,26,560,2968,17.2,0,11
2023-5-15-13,2023/5/15,13:00,0,1985,219,26,527,3103,17.5,0,9
2023-5-15-14,2023/5/15,14:00,0,2070,214,26,420,3115,17.2,0,12
2023-5-15-15,2023/5/15,15:00,0,2167,215,26,264,3091,17.9,0,10
2023-5-15-16,2023/5/15,16:00,0,2214,220,26,150,3075,16.7,0,10
2023-5-15-17,2023/5/15,17:00,0,2247,221,26,66,3050,16.6,0,10
2023-5-15-18,2023/5/15,18:00,0,2270,216,26,5,3079,16.9,0,10
2023-5-15-19,2023/5/15,19:00,0,2240,221,26,0,3021,16.7,0.5,9
2023-5-15-20,2023/5/15,20:00,0,2174,218,26,0,2895,15.6,0,13
2023-5-15-21,2023/5/15,21:00,0,2101,202,26,0,2745,15.4,0,13
2023-5-15-22,2023/5/15,22:00,0,2047,193,26,0,2624,15.3,0,11
2023-5-15-23,2023/5/15,23:00,0,1947,190,26,0,2483,15.3,0,9
2023-5-16-0,2023/5/16,0:00,0,1801,184,29,0,2301,14.9,0,#N/A
2023-5-16-1,2023/5/16,1:00,0,1701,189,29,0,2204,14.7,0,9
2023-5-16-2,2023/5/16,2:00,0,1730,185,28,0,2205,14.7,0,10
2023-5-16-3,2023/5/16,3:00,0,1787,183,28,0,2247,14.1,0,9
2023-5-16-4,2023/5/16,4:00,0,1785,180,28,0,2271,13.6,0,8
2023-5-16-5,2023/5/16,5:00,0,1683,179,28,76,2273,13.4,0,9
2023-5-16-6,2023/5/16,6:00,0,1446,160,28,336,2345,14.2,0,10
2023-5-16-7,2023/5/16,7:00,0,1341,156,28,713,2518,16.4,0,11
2023-5-16-8,2023/5/16,8:00,0,1304,170,28,1048,2821,19.5,0,10
2023-5-16-9,2023/5/16,9:00,0,1304,178,27,1308,3109,21.2,0,-
2023-5-16-10,2023/5/16,10:00,0,1264,176,28,1462,3209,22.4,0,14
2023-5-16-11,2023/5/16,11:00,0,1262,170,28,1512,3251,23.9,0,14
2023-5-16-12,2023/5/16,12:00,0,1265,159,28,1468,3141,25.6,0,15
2023-5-16-13,2023/5/16,13:00,0,1371,165,28,1333,3215,26.3,0,15
2023-5-16-14,2023/5/16,14:00,0,1498,194,28,1109,3193,26.7,0,14
2023-5-16-15,2023/5/16,15:00,0,1746,219,28,797,3188,25.8,0,14
2023-5-16-16,2023/5/16,16:00,0,2009,228,28,435,3162,25.1,0,9
2023-5-16-17,2023/5/16,17:00,0,2111,237,28,148,3084,23.8,0,10
2023-5-16-18,2023/5/16,18:00,0,2143,247,28,11,3069,23.2,0,9
2023-5-16-19,2023/5/16,19:00,0,2139,245,28,0,3022,21.2,0,10
2023-5-16-20,2023/5/16,20:00,0,2095,235,28,0,2884,19.6,0,13
2023-5-16-21,2023/5/16,21:00,0,2052,197,28,0,2728,19.6,0,18
2023-5-16-22,2023/5/16,22:00,0,2019,169,28,0,2616,18.7,0,16
2023-5-16-23,2023/5/16,23:00,0,1944,166,28,0,2485,17.1,0,11
2023-5-17-0,2023/5/17,0:00,0,1804,178,26,0,2295,16.5,0,#N/A
2023-5-17-1,2023/5/17,1:00,0,1769,196,26,0,2191,17.3,0,10
2023-5-17-2,2023/5/17,2:00,0,1796,193,26,0,2188,16.4,0,10
2023-5-17-3,2023/5/17,3:00,0,1820,189,26,0,2226,16,0,11
2023-5-17-4,2023/5/17,4:00,0,1783,187,26,0,2243,15.4,0,12
2023-5-17-5,2023/5/17,5:00,0,1769,188,26,75,2228,15.6,0,11
2023-5-17-6,2023/5/17,6:00,0,1727,188,26,331,2325,16.7,0,11
2023-5-17-7,2023/5/17,7:00,0,1510,188,26,696,2540,19.4,0,8
2023-5-17-8,2023/5/17,8:00,0,1482,192,26,1028,2892,22.6,0,6
2023-5-17-9,2023/5/17,9:00,0,1509,192,26,1281,3201,23.5,0,6
2023-5-17-10,2023/5/17,10:00,0,1407,190,26,1438,3342,24.7,0,5
2023-5-17-11,2023/5/17,11:00,0,1408,179,26,1488,3424,26.5,0,2
2023-5-17-12,2023/5/17,12:00,0,1351,174,26,1446,3352,28.7,0,2
2023-5-17-13,2023/5/17,13:00,0,1563,178,26,1313,3498,30.7,0,2
2023-5-17-14,2023/5/17,14:00,0,1716,188,26,1097,3528,31.4,0,3
2023-5-17-15,2023/5/17,15:00,0,1947,203,27,801,3515,31.1,0,3
2023-5-17-16,2023/5/17,16:00,0,2120,256,27,446,3503,29.7,0,3
2023-5-17-17,2023/5/17,17:00,0,2193,261,27,147,3360,27.6,0,5
2023-5-17-18,2023/5/17,18:00,0,2224,266,28,11,3290,25.3,0,8
2023-5-17-19,2023/5/17,19:00,0,2206,262,28,0,3224,23.5,0,10
2023-5-17-20,2023/5/17,20:00,0,2149,216,28,0,3063,22,0,9
2023-5-17-21,2023/5/17,21:00,0,2060,210,28,0,2870,21.6,0,11
2023-5-17-22,2023/5/17,22:00,0,2010,204,28,0,2725,20.6,0,10
2023-5-17-23,2023/5/17,23:00,0,1913,201,28,0,2571,20.2,0,9
2023-5-18-0,2023/5/18,0:00,0,1802,193,29,0,2365,20,0,#N/A
2023-5-18-1,2023/5/18,1:00,0,1772,194,29,0,2253,19.5,0,8
2023-5-18-2,2023/5/18,2:00,0,1782,189,29,0,2233,19.4,0,8
2023-5-18-3,2023/5/18,3:00,0,1796,193,29,0,2262,21,0,6
2023-5-18-4,2023/5/18,4:00,0,1810,183,29,0,2269,19.1,0,6
2023-5-18-5,2023/5/18,5:00,0,1754,184,29,77,2256,19.4,0,7
2023-5-18-6,2023/5/18,6:00,0,1705,186,29,330,2366,20.6,0,6
2023-5-18-7,2023/5/18,7:00,0,1590,185,28,689,2618,22.9,0,1
2023-5-18-8,2023/5/18,8:00,0,1636,183,27,1017,3033,25.5,0,4
2023-5-18-9,2023/5/18,9:00,0,1641,186,29,1256,3410,27.5,0,5
2023-5-18-10,2023/5/18,10:00,0,1569,184,29,1390,3578,30.5,0,10
2023-5-18-11,2023/5/18,11:00,0,1589,175,29,1414,3672,31,0,6
2023-5-18-12,2023/5/18,12:00,0,1598,173,27,1352,3594,31,0,8
2023-5-18-13,2023/5/18,13:00,0,1871,180,27,1247,3746,32.1,0,11
2023-5-18-14,2023/5/18,14:00,0,2028,201,27,1079,3805,31.7,0,11
2023-5-18-15,2023/5/18,15:00,0,2119,243,27,794,3803,30.9,0,13
2023-5-18-16,2023/5/18,16:00,0,2265,254,28,414,3771,30.1,0,15
2023-5-18-17,2023/5/18,17:00,0,2292,253,28,120,3541,27.8,0,16
2023-5-18-18,2023/5/18,18:00,0,2305,260,28,8,3441,26.3,0,16
2023-5-18-19,2023/5/18,19:00,0,2311,239,28,0,3316,25.1,0,19
2023-5-18-20,2023/5/18,20:00,0,2291,227,28,0,3132,24.3,0,18
2023-5-18-21,2023/5/18,21:00,0,2192,208,28,0,2940,24,0,19
2023-5-18-22,2023/5/18,22:00,0,2109,201,28,0,2792,23.5,0,17
2023-5-18-23,2023/5/18,23:00,0,2044,192,28,0,2631,23.5,0,15
2023-5-19-0,2023/5/19,0:00,0,2035,190,29,0,2436,23.5,0,#N/A
2023-5-19-1,2023/5/19,1:00,0,1992,186,29,0,2307,22.9,0,15
2023-5-19-2,2023/5/19,2:00,0,2012,184,29,0,2278,22.4,0,14
2023-5-19-3,2023/5/19,3:00,0,2048,195,29,0,2304,22,0,13
2023-5-19-4,2023/5/19,4:00,0,2063,187,29,0,2326,22.3,0,15
2023-5-19-5,2023/5/19,5:00,0,1983,181,29,15,2326,22.1,0,16
2023-5-19-6,2023/5/19,6:00,0,1875,181,29,84,2401,22,0,17
2023-5-19-7,2023/5/19,7:00,0,2000,191,29,232,2625,22.7,0,14
2023-5-19-8,2023/5/19,8:00,0,2087,213,29,381,2984,22.9,0,13
2023-5-19-9,2023/5/19,9:00,0,2124,213,29,526,3229,23.3,0,15
2023-5-19-10,2023/5/19,10:00,0,2147,211,29,553,3340,23.1,0,15
2023-5-19-11,2023/5/19,11:00,0,2185,198,29,518,3355,23.8,0,13
2023-5-19-12,2023/5/19,12:00,0,2242,191,29,371,3258,22.9,0,14
2023-5-19-13,2023/5/19,13:00,0,2353,211,29,203,3352,21.7,0,10
2023-5-19-14,2023/5/19,14:00,0,2393,217,29,122,3378,21.5,0.5,12
2023-5-19-15,2023/5/19,15:00,0,2388,235,29,52,3330,20.6,0.5,14
2023-5-19-16,2023/5/19,16:00,0,2391,254,29,25,3287,17.8,7,12
2023-5-19-17,2023/5/19,17:00,0,2355,250,30,11,3184,17.6,1.5,14
2023-5-19-18,2023/5/19,18:00,0,2343,254,30,1,3146,17.9,1,13
2023-5-19-19,2023/5/19,19:00,0,2251,252,29,0,3042,17.4,1,13
2023-5-19-20,2023/5/19,20:00,0,2174,220,29,0,2902,17.2,0.5,14
2023-5-19-21,2023/5/19,21:00,0,2088,205,29,0,2743,17.2,0,18
2023-5-19-22,2023/5/19,22:00,0,2028,200,29,0,2644,17.5,0,18
2023-5-19-23,2023/5/19,23:00,0,1980,189,29,0,2521,17.5,0,16
2023-5-20-0,2023/5/20,0:00,0,1815,178,29,0,2357,17.6,0,#N/A
2023-5-20-1,2023/5/20,1:00,0,1766,180,29,0,2242,17.5,2,15
2023-5-20-2,2023/5/20,2:00,0,1730,180,29,0,2214,17.5,0.5,16
2023-5-20-3,2023/5/20,3:00,0,1768,190,29,0,2244,17.4,0.5,15
2023-5-20-4,2023/5/20,4:00,0,1766,182,29,0,2239,17.4,0,15
2023-5-20-5,2023/5/20,5:00,0,1719,181,29,31,2193,17.5,0,13
2023-5-20-6,2023/5/20,6:00,0,1648,175,29,126,2193,17.6,0.5,12
2023-5-20-7,2023/5/20,7:00,0,1514,175,29,274,2305,17.8,0,15
2023-5-20-8,2023/5/20,8:00,0,1526,186,29,387,2471,18.6,0,27
2023-5-20-9,2023/5/20,9:00,0,1531,185,29,484,2595,18.7,0,30
2023-5-20-10,2023/5/20,10:00,0,1436,180,29,616,2655,19,0,32
2023-5-20-11,2023/5/20,11:00,0,1391,171,29,760,2725,19.1,0.5,33
2023-5-20-12,2023/5/20,12:00,0,1351,165,29,816,2714,19.8,0,31
2023-5-20-13,2023/5/20,13:00,0,1356,165,29,707,2716,21.2,0,30
2023-5-20-14,2023/5/20,14:00,0,1426,160,29,586,2695,21.2,0,31
2023-5-20-15,2023/5/20,15:00,0,1564,173,30,450,2667,21.3,0,27
2023-5-20-16,2023/5/20,16:00,0,1797,187,30,275,2691,22,0,30
2023-5-20-17,2023/5/20,17:00,0,1988,198,30,107,2708,21.5,0,29
2023-5-20-18,2023/5/20,18:00,0,2068,199,30,9,2759,20,0,30
2023-5-20-19,2023/5/20,19:00,0,2065,194,30,0,2758,18.7,0,33
2023-5-20-20,2023/5/20,20:00,0,2003,181,30,0,2662,18.1,0,34
2023-5-20-21,2023/5/20,21:00,0,1887,179,30,0,2526,17.8,0,33
2023-5-20-22,2023/5/20,22:00,0,1870,176,30,0,2434,17.2,0,32
2023-5-20-23,2023/5/20,23:00,0,1793,167,30,0,2330,17.1,0,28
2023-5-21-0,2023/5/21,0:00,0,1619,168,29,0,2172,17,0,#N/A
2023-5-21-1,2023/5/21,1:00,0,1559,170,29,0,2081,17.1,0,26
2023-5-21-2,2023/5/21,2:00,0,1567,170,29,0,2061,17,0,25
2023-5-21-3,2023/5/21,3:00,0,1603,174,29,0,2092,16.4,0,23
2023-5-21-4,2023/5/21,4:00,0,1630,170,29,0,2097,17.2,0,26
2023-5-21-5,2023/5/21,5:00,0,1559,170,29,43,2049,17.1,0,26
2023-5-21-6,2023/5/21,6:00,0,1395,169,29,180,2032,18.2,0,23
2023-5-21-7,2023/5/21,7:00,0,1210,173,29,409,2092,18.7,0,23
2023-5-21-8,2023/5/21,8:00,0,1128,174,29,761,2273,20.7,0,27
2023-5-21-9,2023/5/21,9:00,0,1139,176,29,1042,2517,22.7,0,29
2023-5-21-10,2023/5/21,10:00,0,1192,178,29,1038,2649,23.7,0,34
2023-5-21-11,2023/5/21,11:00,0,1178,173,29,920,2587,23.7,0,35
2023-5-21-12,2023/5/21,12:00,0,1192,161,29,971,2590,24.3,0,32
2023-5-21-13,2023/5/21,13:00,0,1306,159,29,1001,2657,24.3,0,30
2023-5-21-14,2023/5/21,14:00,0,1508,160,29,859,2677,24.9,0,21
2023-5-21-15,2023/5/21,15:00,0,1610,166,29,578,2649,25,0,8
2023-5-21-16,2023/5/21,16:00,0,1740,189,29,307,2633,24.4,0,8
2023-5-21-17,2023/5/21,17:00,0,1959,195,29,108,2683,23.3,0,11
2023-5-21-18,2023/5/21,18:00,0,2075,200,29,9,2810,22.3,0,8
2023-5-21-19,2023/5/21,19:00,0,2108,198,29,0,2838,21.6,0,5
2023-5-21-20,2023/5/21,20:00,0,2106,185,29,0,2736,21.8,0,5
2023-5-21-21,2023/5/21,21:00,0,2046,177,29,0,2609,21.4,0,6
2023-5-21-22,2023/5/21,22:00,0,1967,165,29,0,2480,20.8,0,6
2023-5-21-23,2023/5/21,23:00,0,1857,158,29,0,2368,20.1,0,6
2023-5-22-0,2023/5/22,0:00,0,1713,171,29,0,2202,19.8,0,#N/A
2023-5-22-1,2023/5/22,1:00,0,1668,174,29,0,2103,19.3,0,4
2023-5-22-2,2023/5/22,2:00,0,1726,175,29,0,2089,18.9,0,4
2023-5-22-3,2023/5/22,3:00,0,1743,179,29,0,2127,18.8,0,5
