TimeID,DATE,TIME,原子力,火力,水力,バイオマス,太陽光発電実績,合計,Temp,Rain,PM2.5
2023-4-1-0,2023/4/1,0:00,0,1926,145,29,0,2338,12.1,0,#N/A
2023-4-1-1,2023/4/1,1:00,0,1900,146,29,0,2246,12,0,9
2023-4-1-2,2023/4/1,2:00,0,1897,146,29,0,2241,11.4,0,8
2023-4-1-3,2023/4/1,3:00,0,1929,154,29,0,2264,10.9,0,8
2023-4-1-4,2023/4/1,4:00,0,1902,147,29,0,2280,12.1,0,7
2023-4-1-5,2023/4/1,5:00,0,1827,149,29,2,2280,11.1,0,8
2023-4-1-6,2023/4/1,6:00,0,1560,149,29,137,2255,11.1,0,6
2023-4-1-7,2023/4/1,7:00,0,1356,138,29,500,2298,13,0,8
2023-4-1-8,2023/4/1,8:00,0,1227,144,29,919,2460,15,0,9
2023-4-1-9,2023/4/1,9:00,0,1148,144,28,1241,2603,16.9,0,9
2023-4-1-10,2023/4/1,10:00,0,1143,152,28,1454,2689,18.8,0,7
2023-4-1-11,2023/4/1,11:00,0,1163,147,28,1547,2735,19.5,0,6
2023-4-1-12,2023/4/1,12:00,0,1138,142,28,1522,2700,20.9,0,6
2023-4-1-13,2023/4/1,13:00,0,1125,137,28,1376,2654,21.3,0,6
2023-4-1-14,2023/4/1,14:00,0,1137,134,28,1114,2598,20.7,0,5
2023-4-1-15,2023/4/1,15:00,0,1270,139,28,758,2560,21.2,0,4
2023-4-1-16,2023/4/1,16:00,0,1574,158,28,356,2553,20,0,3
2023-4-1-17,2023/4/1,17:00,0,1923,173,28,66,2600,18.2,0,3
2023-4-1-18,2023/4/1,18:00,0,1988,183,28,0,2732,17,0,3
2023-4-1-19,2023/4/1,19:00,0,1994,183,28,0,2716,16.8,0,3
2023-4-1-20,2023/4/1,20:00,0,1998,164,28,0,2645,16.4,0,4
2023-4-1-21,2023/4/1,21:00,0,1898,151,28,0,2527,15.3,0,3
2023-4-1-22,2023/4/1,22:00,0,1896,139,28,0,2412,15.1,0,3
2023-4-1-23,2023/4/1,23:00,0,1837,135,28,0,2320,14.9,0,2
2023-4-2-0,2023/4/2,0:00,0,1726,143,28,0,2175,14.9,0,#N/A
2023-4-2-1,2023/4/2,1:00,0,1684,144,28,0,2100,13.1,0,1
2023-4-2-2,2023/4/2,2:00,0,1685,156,28,0,2099,11.2,0,1
2023-4-2-3,2023/4/2,3:00,0,1697,156,28,0,2126,12,0,2
2023-4-2-4,2023/4/2,4:00,0,1709,151,28,0,2130,12.4,0,1
2023-4-2-5,2023/4/2,5:00,0,1756,149,28,3,2130,12.3,0,1
2023-4-2-6,2023/4/2,6:00,0,1613,157,28,68,2123,12.5,0,1
2023-4-2-7,2023/4/2,7:00,0,1434,155,28,224,2206,13.2,0,0
2023-4-2-8,2023/4/2,8:00,0,1311,149,28,462,2343,13.5,0,0
2023-4-2-9,2023/4/2,9:00,0,1217,142,28,710,2450,15,0,0
2023-4-2-10,2023/4/2,10:00,0,1166,145,28,921,2525,16.5,0,1
2023-4-2-11,2023/4/2,11:00,0,1192,140,28,980,2589,16.1,0,1
2023-4-2-12,2023/4/2,12:00,0,1200,132,28,882,2561,16.6,0,1
2023-4-2-13,2023/4/2,13:00,0,1211,131,28,781,2539,17.2,0,0
2023-4-2-14,2023/4/2,14:00,0,1278,134,28,654,2502,18,0,5
2023-4-2-15,2023/4/2,15:00,0,1527,140,28,480,2504,16.9,0,2
2023-4-2-16,2023/4/2,16:00,0,1715,168,28,209,2531,16.2,0,4
2023-4-2-17,2023/4/2,17:00,0,1963,178,28,35,2663,15.3,0,2
2023-4-2-18,2023/4/2,18:00,0,2132,185,28,0,2832,14.1,0,4
2023-4-2-19,2023/4/2,19:00,0,2102,184,28,0,2813,13.4,0,6
2023-4-2-20,2023/4/2,20:00,0,2085,172,28,0,2748,12.8,0,6
2023-4-2-21,2023/4/2,21:00,0,2055,160,28,0,2640,12.8,0,5
2023-4-2-22,2023/4/2,22:00,0,1931,146,28,0,2494,12.6,0,2
2023-4-2-23,2023/4/2,23:00,0,1855,137,28,0,2362,12.6,0,3
2023-4-3-0,2023/4/3,0:00,0,1808,141,28,0,2197,11.8,0,#N/A
2023-4-3-1,2023/4/3,1:00,0,1767,145,28,0,2126,11.2,0,4
2023-4-3-2,2023/4/3,2:00,0,1784,154,28,0,2138,10.9,0,4
2023-4-3-3,2023/4/3,3:00,0,1791,158,28,0,2185,10.4,0,3
2023-4-3-4,2023/4/3,4:00,0,1857,153,28,0,2236,10.3,0,4
2023-4-3-5,2023/4/3,5:00,0,1938,154,28,3,2325,10.4,0,5
2023-4-3-6,2023/4/3,6:00,0,1875,166,28,121,2457,10.4,0,4
2023-4-3-7,2023/4/3,7:00,0,1710,166,28,423,2639,10.6,0,4
2023-4-3-8,2023/4/3,8:00,0,1511,166,28,844,2932,11.4,0,3
2023-4-3-9,2023/4/3,9:00,0,1400,136,27,1202,3217,13.3,0,2
2023-4-3-10,2023/4/3,10:00,0,1340,131,27,1344,3259,14.8,0,3
2023-4-3-11,2023/4/3,11:00,0,1327,125,27,1468,3270,16.1,0,4
2023-4-3-12,2023/4/3,12:00,0,1292,118,27,1491,3138,16.5,0,3
2023-4-3-13,2023/4/3,13:00,0,1344,118,27,1386,3168,17.2,0,4
2023-4-3-14,2023/4/3,14:00,0,1403,124,27,1151,3109,17,0,4
2023-4-3-15,2023/4/3,15:00,0,1660,134,27,799,3054,16.7,0,4
2023-4-3-16,2023/4/3,16:00,0,2027,164,27,373,3058,15.9,0,5
2023-4-3-17,2023/4/3,17:00,0,2251,183,28,70,3059,14.1,0,4
2023-4-3-18,2023/4/3,18:00,0,2387,188,27,0,3175,13,0,4
2023-4-3-19,2023/4/3,19:00,0,2324,188,27,0,3132,12.4,0,6
2023-4-3-20,2023/4/3,20:00,0,2304,175,27,0,3033,11.9,0,6
2023-4-3-21,2023/4/3,21:00,0,2281,165,27,0,2894,11.2,0,8
2023-4-3-22,2023/4/3,22:00,0,2261,139,28,0,2748,11.2,0,8
2023-4-3-23,2023/4/3,23:00,0,2176,127,28,0,2597,10.1,0,7
2023-4-4-0,2023/4/4,0:00,0,1989,149,28,0,2403,10.1,0,#N/A
2023-4-4-1,2023/4/4,1:00,0,1952,145,28,0,2310,9.7,0,14
2023-4-4-2,2023/4/4,2:00,0,1963,147,28,0,2321,10.2,0,18
2023-4-4-3,2023/4/4,3:00,0,1991,151,28,0,2366,9.3,0,20
2023-4-4-4,2023/4/4,4:00,0,2061,153,28,0,2416,9.4,0,19
2023-4-4-5,2023/4/4,5:00,0,2112,152,28,3,2488,8.8,0,19
2023-4-4-6,2023/4/4,6:00,0,1948,167,28,156,2594,8.6,0,21
2023-4-4-7,2023/4/4,7:00,0,1637,164,28,532,2718,9.8,0,19
2023-4-4-8,2023/4/4,8:00,0,1502,154,27,954,2993,12,0,7
2023-4-4-9,2023/4/4,9:00,0,1373,140,27,1267,3193,13.6,0,6
2023-4-4-10,2023/4/4,10:00,0,1337,138,27,1473,3256,15.1,0,1
2023-4-4-11,2023/4/4,11:00,0,1343,129,27,1565,3272,18.3,0,6
2023-4-4-12,2023/4/4,12:00,0,1360,123,27,1543,3138,18.3,0,3
2023-4-4-13,2023/4/4,13:00,0,1387,116,27,1398,3181,18.8,0,4
2023-4-4-14,2023/4/4,14:00,0,1470,117,27,1132,3136,19.7,0,7
2023-4-4-15,2023/4/4,15:00,0,1758,143,27,741,3104,20.4,0,1
2023-4-4-16,2023/4/4,16:00,0,2096,170,27,320,3077,19.1,0,1
2023-4-4-17,2023/4/4,17:00,0,2283,183,28,56,3021,17.6,0,2
2023-4-4-18,2023/4/4,18:00,0,2356,186,27,0,3131,16.6,0,3
2023-4-4-19,2023/4/4,19:00,0,2362,189,28,0,3078,15.5,0,5
2023-4-4-20,2023/4/4,20:00,0,2360,179,28,0,2979,14.9,0,5
2023-4-4-21,2023/4/4,21:00,0,2288,160,29,0,2843,13.7,0,5
2023-4-4-22,2023/4/4,22:00,0,2210,145,30,0,2708,13.8,0,5
2023-4-4-23,2023/4/4,23:00,0,2078,137,30,0,2557,12.3,0,5
2023-4-5-0,2023/4/5,0:00,0,1912,144,30,0,2377,11.3,0,#N/A
2023-4-5-1,2023/4/5,1:00,0,1908,144,30,0,2288,11.1,0,5
2023-4-5-2,2023/4/5,2:00,0,1942,149,30,0,2300,10.6,0,8
2023-4-5-3,2023/4/5,3:00,0,2006,155,30,0,2333,12.1,0,8
2023-4-5-4,2023/4/5,4:00,0,2037,145,30,0,2383,10.7,0,8
2023-4-5-5,2023/4/5,5:00,0,2063,148,30,4,2425,10,0,8
2023-4-5-6,2023/4/5,6:00,0,1955,160,30,92,2518,11.1,0,8
2023-4-5-7,2023/4/5,7:00,0,1886,161,30,262,2657,11.9,0,7
2023-4-5-8,2023/4/5,8:00,0,1678,148,30,692,2924,14,0,5
2023-4-5-9,2023/4/5,9:00,0,1612,129,29,1132,3186,16.5,0,5
2023-4-5-10,2023/4/5,10:00,0,1550,121,29,1272,3222,18.6,0,7
2023-4-5-11,2023/4/5,11:00,0,1523,114,28,1368,3247,19.4,0,6
2023-4-5-12,2023/4/5,12:00,0,1613,108,29,1227,3192,20.7,0,11
2023-4-5-13,2023/4/5,13:00,0,1657,107,29,871,3088,20.4,0,11
2023-4-5-14,2023/4/5,14:00,0,1827,108,29,767,3092,19.7,0,12
2023-4-5-15,2023/4/5,15:00,0,2065,130,29,490,3089,21,0,12
2023-4-5-16,2023/4/5,16:00,0,2259,167,29,210,3069,19.3,0,10
2023-4-5-17,2023/4/5,17:00,0,2395,179,29,37,3055,18.1,0,12
2023-4-5-18,2023/4/5,18:00,0,2471,183,29,0,3136,17.5,0,11
2023-4-5-19,2023/4/5,19:00,0,2431,186,29,0,3063,17.4,0,15
2023-4-5-20,2023/4/5,20:00,0,2346,174,29,0,2951,17.2,0,14
2023-4-5-21,2023/4/5,21:00,0,2251,168,29,0,2798,17.2,0,12
2023-4-5-22,2023/4/5,22:00,0,2169,148,29,0,2674,17,0,11
2023-4-5-23,2023/4/5,23:00,0,2045,136,29,0,2525,17.1,0,11
2023-4-6-0,2023/4/6,0:00,0,1907,140,29,0,2353,16.9,0,#N/A
2023-4-6-1,2023/4/6,1:00,0,1883,141,29,0,2262,16.9,0,7
2023-4-6-2,2023/4/6,2:00,0,1942,144,29,0,2265,16.7,0,7
2023-4-6-3,2023/4/6,3:00,0,1969,146,29,0,2293,16.5,0,7
2023-4-6-4,2023/4/6,4:00,0,1981,137,29,0,2319,16.8,0,7
2023-4-6-5,2023/4/6,5:00,0,1985,138,29,4,2360,16.7,0,8
2023-4-6-6,2023/4/6,6:00,0,1925,136,29,76,2446,16.8,0,7
2023-4-6-7,2023/4/6,7:00,0,2007,136,29,177,2643,17.1,0,5
2023-4-6-8,2023/4/6,8:00,0,2041,157,28,374,2931,17.3,0,8
2023-4-6-9,2023/4/6,9:00,0,2116,148,28,517,3149,18.5,0,7
2023-4-6-10,2023/4/6,10:00,0,2012,143,28,598,3163,20.8,0,10
2023-4-6-11,2023/4/6,11:00,0,1924,127,28,681,3135,20.6,0,7
2023-4-6-12,2023/4/6,12:00,0,1734,116,29,822,3046,22.1,0,5
2023-4-6-13,2023/4/6,13:00,0,1829,121,29,829,3144,20.5,0,7
2023-4-6-14,2023/4/6,14:00,0,1997,129,29,715,3145,22.3,0,5
2023-4-6-15,2023/4/6,15:00,0,2160,136,29,538,3118,21.1,0,2
2023-4-6-16,2023/4/6,16:00,0,2276,173,29,290,3110,20.2,0,6
2023-4-6-17,2023/4/6,17:00,0,2400,186,29,64,3076,19.4,0,10
2023-4-6-18,2023/4/6,18:00,0,2416,194,29,0,3138,18.9,0,9
2023-4-6-19,2023/4/6,19:00,0,2417,194,29,0,3066,18.7,0,8
2023-4-6-20,2023/4/6,20:00,0,2322,175,29,0,2942,18.3,0,7
2023-4-6-21,2023/4/6,21:00,0,2156,158,29,0,2795,18.6,0,8
2023-4-6-22,2023/4/6,22:00,0,2041,141,29,0,2665,18.4,0,7
2023-4-6-23,2023/4/6,23:00,0,1981,128,29,0,2529,18.9,0,6
2023-4-7-0,2023/4/7,0:00,0,1901,148,29,0,2349,18.8,0,#N/A
2023-4-7-1,2023/4/7,1:00,0,1836,148,29,0,2258,18.7,0,6
2023-4-7-2,2023/4/7,2:00,0,1863,156,29,0,2255,18.5,0,9
2023-4-7-3,2023/4/7,3:00,0,1908,156,29,0,2288,18.3,0,9
2023-4-7-4,2023/4/7,4:00,0,1926,153,29,0,2311,18.6,0,8
2023-4-7-5,2023/4/7,5:00,0,1892,160,28,5,2326,18.8,0,5
2023-4-7-6,2023/4/7,6:00,0,1930,174,28,76,2427,18.8,0,6
2023-4-7-7,2023/4/7,7:00,0,2047,178,28,196,2665,18.5,0,5
2023-4-7-8,2023/4/7,8:00,0,2124,185,28,314,2932,17.7,0,5
2023-4-7-9,2023/4/7,9:00,0,2288,173,27,432,3150,18.2,0.5,6
2023-4-7-10,2023/4/7,10:00,0,2288,163,27,563,3207,18.3,0.5,2
2023-4-7-11,2023/4/7,11:00,0,2322,156,28,527,3260,18.8,0,8
2023-4-7-12,2023/4/7,12:00,0,2200,151,28,456,3074,19.5,0,10
2023-4-7-13,2023/4/7,13:00,0,2360,145,28,398,3176,19.9,0,13
2023-4-7-14,2023/4/7,14:00,0,2491,160,28,300,3207,20.1,0,7
2023-4-7-15,2023/4/7,15:00,0,2498,167,28,146,3148,20.1,0,13
2023-4-7-16,2023/4/7,16:00,0,2473,193,28,61,3140,19.5,0,14
2023-4-7-17,2023/4/7,17:00,0,2380,211,28,14,3122,18.1,0,9
2023-4-7-18,2023/4/7,18:00,0,2433,216,28,0,3146,17.8,0.5,6
2023-4-7-19,2023/4/7,19:00,0,2382,221,27,0,3051,17.3,5,9
2023-4-7-20,2023/4/7,20:00,0,2313,214,27,0,2924,17.5,0,10
2023-4-7-21,2023/4/7,21:00,0,2182,195,27,0,2777,17.3,1,7
2023-4-7-22,2023/4/7,22:00,0,2159,191,28,0,2662,17.5,2,9
2023-4-7-23,2023/4/7,23:00,0,2026,186,28,0,2527,17.8,1,9
2023-4-8-0,2023/4/8,0:00,0,1797,181,27,0,2357,18.2,1,#N/A
2023-4-8-1,2023/4/8,1:00,0,1737,179,27,0,2258,18.2,0.5,11
2023-4-8-2,2023/4/8,2:00,0,1732,181,27,0,2239,15.2,0,11
2023-4-8-3,2023/4/8,3:00,0,1826,188,27,0,2254,14.3,0,9
2023-4-8-4,2023/4/8,4:00,0,1857,182,27,0,2252,15.8,0,10
2023-4-8-5,2023/4/8,5:00,0,1829,178,28,6,2225,14.9,0,10
2023-4-8-6,2023/4/8,6:00,0,1686,177,28,99,2200,14.4,0,10
2023-4-8-7,2023/4/8,7:00,0,1578,174,27,322,2288,16.2,0,8
2023-4-8-8,2023/4/8,8:00,0,1476,183,27,549,2478,17.6,0,11
2023-4-8-9,2023/4/8,9:00,0,1458,177,28,703,2589,17.7,0,15
2023-4-8-10,2023/4/8,10:00,0,1408,180,28,831,2668,19.8,0,15
2023-4-8-11,2023/4/8,11:00,0,1458,171,27,792,2706,18.9,0,-
2023-4-8-12,2023/4/8,12:00,0,1462,166,27,675,2665,17.7,0,12
2023-4-8-13,2023/4/8,13:00,0,1583,164,28,492,2652,16.7,0,11
2023-4-8-14,2023/4/8,14:00,0,1712,163,28,410,2633,15.9,0,12
2023-4-8-15,2023/4/8,15:00,0,1830,171,28,301,2657,15.6,0,14
2023-4-8-16,2023/4/8,16:00,0,1945,189,28,145,2679,14.4,0,11
2023-4-8-17,2023/4/8,17:00,0,2085,202,28,41,2779,12.4,1.5,10
2023-4-8-18,2023/4/8,18:00,0,2134,206,28,0,2886,11.4,1.5,14
2023-4-8-19,2023/4/8,19:00,0,2161,205,28,0,2862,12,0,14
2023-4-8-20,2023/4/8,20:00,0,2162,185,28,0,2784,12,0,15
2023-4-8-21,2023/4/8,21:00,0,2104,180,29,0,2663,10.8,0,13
2023-4-8-22,2023/4/8,22:00,0,2015,175,29,0,2546,10.2,0,10
2023-4-8-23,2023/4/8,23:00,0,1934,176,29,0,2442,9.6,0,15
2023-4-9-0,2023/4/9,0:00,0,1805,184,29,0,2303,9.7,0,#N/A
2023-4-9-1,2023/4/9,1:00,0,1784,176,29,0,2225,8.8,0,15
2023-4-9-2,2023/4/9,2:00,0,1824,177,29,0,2232,8,0,14
2023-4-9-3,2023/4/9,3:00,0,1871,175,29,0,2279,8,0,14
2023-4-9-4,2023/4/9,4:00,0,1871,169,29,0,2311,7.3,0,13
2023-4-9-5,2023/4/9,5:00,0,1874,165,29,8,2318,7.8,0,14
2023-4-9-6,2023/4/9,6:00,0,1675,161,29,183,2279,7.2,0,11
2023-4-9-7,2023/4/9,7:00,0,1326,167,27,563,2308,8.3,0,10
2023-4-9-8,2023/4/9,8:00,0,1127,171,27,987,2456,10.1,0,10
2023-4-9-9,2023/4/9,9:00,0,1163,162,27,1301,2608,12,0,11
2023-4-9-10,2023/4/9,10:00,0,1087,163,27,1502,2675,13,0,9
2023-4-9-11,2023/4/9,11:00,0,1047,146,27,1602,2699,15.4,0,9
2023-4-9-12,2023/4/9,12:00,0,1060,132,27,1579,2683,15.2,0,7
2023-4-9-13,2023/4/9,13:00,0,1065,130,27,1434,2587,16.5,0,7
2023-4-9-14,2023/4/9,14:00,0,1122,127,27,1177,2499,17.1,0,6
2023-4-9-15,2023/4/9,15:00,0,1218,139,27,818,2471,16.3,0,8
2023-4-9-16,2023/4/9,16:00,0,1488,168,27,394,2499,16.4,0,7
2023-4-9-17,2023/4/9,17:00,0,1727,188,27,83,2643,15.3,0,11
2023-4-9-18,2023/4/9,18:00,0,1960,190,27,0,2849,13.9,0,10
2023-4-9-19,2023/4/9,19:00,0,2059,194,27,0,2881,12.4,0,7
2023-4-9-20,2023/4/9,20:00,0,2046,183,27,0,2822,11.8,0,8
2023-4-9-21,2023/4/9,21:00,0,1996,173,27,0,2708,10.9,0,9
2023-4-9-22,2023/4/9,22:00,0,1942,163,27,0,2559,11.2,0,9
2023-4-9-23,2023/4/9,23:00,0,1947,157,27,0,2427,10.4,0,9
2023-4-10-0,2023/4/10,0:00,0,1963,156,27,0,2277,10.5,0,#N/A
2023-4-10-1,2023/4/10,1:00,0,1899,145,27,0,2206,9.7,0,7
2023-4-10-2,2023/4/10,2:00,0,1964,146,27,0,2228,9.6,0,8
2023-4-10-3,2023/4/10,3:00,0,2012,152,27,0,2286,8.2,0,9
2023-4-10-4,2023/4/10,4:00,0,2014,158,27,0,2341,8.1,0,7
2023-4-10-5,2023/4/10,5:00,0,2019,155,27,9,2431,8.1,0,8
2023-4-10-6,2023/4/10,6:00,0,1916,165,27,190,2569,7.6,0,8
2023-4-10-7,2023/4/10,7:00,0,1631,163,27,576,2713,9.5,0,7
2023-4-10-8,2023/4/10,8:00,0,1516,160,27,991,2982,11.5,0,7
2023-4-10-9,2023/4/10,9:00,0,1490,143,27,1294,3180,13.6,0,9
2023-4-10-10,2023/4/10,10:00,0,1404,135,27,1500,3242,15.7,0,10
2023-4-10-11,2023/4/10,11:00,0,1417,130,27,1590,3267,16.6,0,14
2023-4-10-12,2023/4/10,12:00,0,1382,116,27,1567,3151,18.3,0,12
2023-4-10-13,2023/4/10,13:00,0,1388,120,27,1426,3183,19.9,0,17
2023-4-10-14,2023/4/10,14:00,0,1431,130,27,1168,3123,20.7,0,20
2023-4-10-15,2023/4/10,15:00,0,1613,142,27,812,3075,20.6,0,17
2023-4-10-16,2023/4/10,16:00,0,2026,158,27,394,3079,19.6,0,17
2023-4-10-17,2023/4/10,17:00,0,2238,173,27,85,3065,18.6,0,17
2023-4-10-18,2023/4/10,18:00,0,2353,178,27,0,3153,17.8,0,15
2023-4-10-19,2023/4/10,19:00,0,2274,179,27,0,3093,16.9,0,18
2023-4-10-20,2023/4/10,20:00,0,2291,164,27,0,2979,16.1,0,22
2023-4-10-21,2023/4/10,21:00,0,2215,155,27,0,2833,16,0,15
2023-4-10-22,2023/4/10,22:00,0,2146,146,27,0,2702,15.8,0,15
2023-4-10-23,2023/4/10,23:00,0,2040,134,27,0,2549,15.8,0,15
2023-4-11-0,2023/4/11,0:00,0,1973,143,27,0,2362,15.8,0,#N/A
2023-4-11-1,2023/4/11,1:00,0,1898,151,27,0,2271,14.5,0,17
2023-4-11-2,2023/4/11,2:00,0,1892,151,27,0,2283,14.2,0,18
2023-4-11-3,2023/4/11,3:00,0,1938,157,27,0,2324,13.2,0,21
2023-4-11-4,2023/4/11,4:00,0,1965,149,27,0,2365,12.1,0,22
2023-4-11-5,2023/4/11,5:00,0,1971,148,27,10,2412,11.2,0,16
2023-4-11-6,2023/4/11,6:00,0,1852,148,27,189,2502,11.8,0,21
2023-4-11-7,2023/4/11,7:00,0,1569,142,27,572,2661,14.6,0,15
2023-4-11-8,2023/4/11,8:00,0,1458,146,27,971,2943,17.4,0,12
2023-4-11-9,2023/4/11,9:00,0,1394,142,27,1274,3163,19.1,0,14
2023-4-11-10,2023/4/11,10:00,0,1425,134,27,1466,3267,21.5,0,14
2023-4-11-11,2023/4/11,11:00,0,1429,127,27,1501,3294,22.4,0,15
2023-4-11-12,2023/4/11,12:00,0,1412,117,27,1489,3170,24,0,16
2023-4-11-13,2023/4/11,13:00,0,1454,117,27,1373,3228,23.7,0,14
2023-4-11-14,2023/4/11,14:00,0,1507,131,27,1128,3195,23.7,0,25
2023-4-11-15,2023/4/11,15:00,0,1739,144,27,778,3147,23.4,0,16
2023-4-11-16,2023/4/11,16:00,0,2106,158,27,379,3121,21.7,0,13
2023-4-11-17,2023/4/11,17:00,0,2319,179,27,82,3052,20.4,0,15
2023-4-11-18,2023/4/11,18:00,0,2390,187,27,0,3112,19.1,0,9
2023-4-11-19,2023/4/11,19:00,0,2382,183,27,0,3036,18.8,0,6
2023-4-11-20,2023/4/11,20:00,0,2313,174,27,0,2918,18.2,0,14
2023-4-11-21,2023/4/11,21:00,0,2182,158,27,0,2771,17.7,0,5
2023-4-11-22,2023/4/11,22:00,0,2113,149,27,0,2648,17.9,0,6
2023-4-11-23,2023/4/11,23:00,0,1999,140,27,0,2513,18,0,7
2023-4-12-0,2023/4/12,0:00,0,1749,139,27,0,2337,18,0,#N/A
2023-4-12-1,2023/4/12,1:00,0,1725,140,27,0,2251,18,0,9
2023-4-12-2,2023/4/12,2:00,0,1754,142,27,0,2250,18.5,0,10
2023-4-12-3,2023/4/12,3:00,0,1745,154,27,0,2279,18.8,0,11
2023-4-12-4,2023/4/12,4:00,0,1799,149,27,0,2301,17.8,0,13
2023-4-12-5,2023/4/12,5:00,0,1815,145,28,7,2338,17.5,0,16
2023-4-12-6,2023/4/12,6:00,0,1752,145,28,103,2435,17.4,0,15
2023-4-12-7,2023/4/12,7:00,0,1691,151,28,360,2615,18.2,0,11
2023-4-12-8,2023/4/12,8:00,0,1642,140,28,738,2878,18.9,0,12
2023-4-12-9,2023/4/12,9:00,0,1680,139,27,1174,3181,21.2,0,10
2023-4-12-10,2023/4/12,10:00,0,1708,135,27,1285,3312,23.1,0,14
2023-4-12-11,2023/4/12,11:00,0,1753,131,27,1219,3356,23.3,0,14
2023-4-12-12,2023/4/12,12:00,0,1790,129,28,1003,3242,22.9,0,16
2023-4-12-13,2023/4/12,13:00,0,1923,126,27,685,3291,24.5,0,15
2023-4-12-14,2023/4/12,14:00,0,2131,127,28,390,3180,21.9,0,15
2023-4-12-15,2023/4/12,15:00,0,2236,141,28,276,3103,21.5,0,10
2023-4-12-16,2023/4/12,16:00,0,2254,160,28,161,3109,21,0,9
2023-4-12-17,2023/4/12,17:00,0,2229,185,28,44,3059,20.5,0,9
2023-4-12-18,2023/4/12,18:00,0,2378,191,28,0,3117,18.9,0,7
2023-4-12-19,2023/4/12,19:00,0,2416,191,27,0,3037,18.7,0,7
2023-4-12-20,2023/4/12,20:00,0,2389,180,27,0,2914,17.3,0,7
2023-4-12-21,2023/4/12,21:00,0,2223,162,27,0,2750,17,0,7
2023-4-12-22,2023/4/12,22:00,0,2101,135,27,0,2633,15.1,0,8
2023-4-12-23,2023/4/12,23:00,0,1944,131,27,0,2491,14.5,0,9
2023-4-13-0,2023/4/13,0:00,0,1743,136,27,0,2333,14.8,0,#N/A
2023-4-13-1,2023/4/13,1:00,0,1728,138,27,0,2251,14.6,0,11
2023-4-13-2,2023/4/13,2:00,0,1739,145,27,0,2258,13.5,0,11
2023-4-13-3,2023/4/13,3:00,0,1830,152,27,0,2302,13,0,14
2023-4-13-4,2023/4/13,4:00,0,1857,147,27,0,2339,12,0,17
2023-4-13-5,2023/4/13,5:00,0,1823,146,29,13,2371,11.4,0,17
2023-4-13-6,2023/4/13,6:00,0,1707,142,29,205,2459,12.5,0,20
2023-4-13-7,2023/4/13,7:00,0,1418,143,29,592,2611,13.1,0,15
2023-4-13-8,2023/4/13,8:00,0,1390,147,29,991,2906,14.4,0,10
2023-4-13-9,2023/4/13,9:00,0,1344,132,29,1297,3147,16,0,7
2023-4-13-10,2023/4/13,10:00,0,1347,135,29,1502,3248,17.7,0,8
2023-4-13-11,2023/4/13,11:00,0,1323,132,29,1585,3281,18.3,0,8
2023-4-13-12,2023/4/13,12:00,0,1331,120,29,1556,3159,20.3,0,8
2023-4-13-13,2023/4/13,13:00,0,1364,120,29,1412,3207,18.8,0,8
2023-4-13-14,2023/4/13,14:00,0,1406,121,29,1155,3150,20.2,0,9
2023-4-13-15,2023/4/13,15:00,0,1597,136,29,811,3103,20.4,0,7
2023-4-13-16,2023/4/13,16:00,0,2034,156,29,401,3084,19.1,0,6
2023-4-13-17,2023/4/13,17:00,0,2261,183,29,91,3037,17.7,0,6
2023-4-13-18,2023/4/13,18:00,0,2346,191,29,0,3107,16.5,0,7
2023-4-13-19,2023/4/13,19:00,0,2334,190,29,0,3039,15.9,0,8
2023-4-13-20,2023/4/13,20:00,0,2315,180,29,0,2925,15.8,0,9
2023-4-13-21,2023/4/13,21:00,0,2214,158,29,0,2778,15.8,0,8
2023-4-13-22,2023/4/13,22:00,0,2126,129,28,0,2647,15.9,0,7
2023-4-13-23,2023/4/13,23:00,0,1985,124,28,0,2500,16,0,4
2023-4-14-0,2023/4/14,0:00,0,1835,141,28,0,2322,16.3,0,#N/A
2023-4-14-1,2023/4/14,1:00,0,1758,151,28,0,2240,15.8,0,4
2023-4-14-2,2023/4/14,2:00,0,1758,148,28,0,2244,15.3,0,3
2023-4-14-3,2023/4/14,3:00,0,1838,150,28,0,2284,15.2,0,3
2023-4-14-4,2023/4/14,4:00,0,1878,144,28,0,2320,14,0,2
2023-4-14-5,2023/4/14,5:00,0,1869,149,28,14,2345,14.4,0,1
2023-4-14-6,2023/4/14,6:00,0,1723,147,28,201,2437,13.2,0,1
2023-4-14-7,2023/4/14,7:00,0,1541,150,28,565,2641,15.5,0,1
2023-4-14-8,2023/4/14,8:00,0,1485,159,27,930,2930,17.7,0,0
2023-4-14-9,2023/4/14,9:00,0,1476,149,27,1219,3170,19.8,0,-1
2023-4-14-10,2023/4/14,10:00,0,1417,136,27,1315,3253,21.9,0,8
2023-4-14-11,2023/4/14,11:00,0,1398,136,27,1267,3262,20.6,0,9
2023-4-14-12,2023/4/14,12:00,0,1471,128,27,1073,3088,21.1,0,10
2023-4-14-13,2023/4/14,13:00,0,1565,127,27,957,3089,21.6,0,6
2023-4-14-14,2023/4/14,14:00,0,1692,135,27,898,3143,20.8,0,9
2023-4-14-15,2023/4/14,15:00,0,1959,147,27,613,3171,22.3,0,13
2023-4-14-16,2023/4/14,16:00,0,2313,176,27,222,3099,21.2,0,17
2023-4-14-17,2023/4/14,17:00,0,2341,201,27,34,3045,19.9,0,23
2023-4-14-18,2023/4/14,18:00,0,2398,200,27,0,3080,19,0,21
